Operation_Type,Operation,Input_Shapes,Predicted_result,Kernel_Name,Actual_Duration_us,Error_Percentage
matmul,linear,"[(512, 1280), (1280, 512)]",35760,matmul_linear_2356,15.805169800000002,226155.08268819735
matmul,linear,"[(640, 1280), (1280, 512)]",40880,matmul_linear_2357,18.7412768,218028.14802457855
matmul,linear,"[(768, 1280), (1280, 512)]",46000,matmul_linear_2358,21.6137052,212727.92364540996
matmul,linear,"[(896, 1280), (1280, 512)]",51120,matmul_linear_2359,24.5591696,208050.3602629952
matmul,linear,"[(1024, 1280), (1280, 512)]",56240,matmul_linear_2360,27.515714399999997,204292.29446283253
matmul,linear,"[(1152, 1280), (1280, 512)]",61360,matmul_linear_2361,22.5220002,272344.7182981554
matmul,linear,"[(1280, 1280), (1280, 512)]",66480,matmul_linear_2362,35.4040267,187675.25099990956
matmul,linear,"[(1408, 1280), (1280, 512)]",71600,matmul_linear_2363,38.3349913,186674.5304535911
matmul,linear,"[(1536, 1280), (1280, 512)]",76720,matmul_linear_2364,29.882455600000004,256639.27546971737
matmul,linear,"[(1664, 1280), (1280, 512)]",81840,matmul_linear_2365,31.8341785,256982.17977102817
matmul,linear,"[(1792, 1280), (1280, 512)]",86960,matmul_linear_2366,33.422999999999995,260080.11548933372
matmul,linear,"[(1920, 1280), (1280, 512)]",92080,matmul_linear_2367,34.987562499999996,263079.23690740106
matmul,linear,"[(2048, 1280), (1280, 512)]",97200,matmul_linear_2368,38.8820177,249887.02677921983
matmul,linear,"[(128, 1280), (1280, 640)]",10220,matmul_linear_2369,8.0688392,126560.10248413429
matmul,linear,"[(256, 1280), (1280, 640)]",20440,matmul_linear_2370,9.8934285,206501.78622607922
matmul,linear,"[(384, 1280), (1280, 640)]",30660,matmul_linear_2371,16.6930272,183569.50243752077
matmul,linear,"[(512, 1280), (1280, 640)]",40880,matmul_linear_2372,18.268428500000002,223674.0372687229
matmul,linear,"[(640, 1280), (1280, 640)]",51100,matmul_linear_2373,16.169142600000004,315934.0734455517
matmul,linear,"[(768, 1280), (1280, 640)]",57500,matmul_linear_2374,17.9087143,320972.74166521267
matmul,linear,"[(896, 1280), (1280, 640)]",63900,matmul_linear_2375,19.592571799999998,326044.01341635
matmul,linear,"[(1024, 1280), (1280, 640)]",70300,matmul_linear_2376,21.223124900000002,331142.4552521952
matmul,linear,"[(1152, 1280), (1280, 640)]",76700,matmul_linear_2377,22.754151800000002,336981.3409093983
matmul,linear,"[(1280, 1280), (1280, 640)]",83100,matmul_linear_2378,24.3915893,340591.2070301217
matmul,linear,"[(1408, 1280), (1280, 640)]",89500,matmul_linear_2379,26.152687500000003,342121.0432484233
matmul,linear,"[(1536, 1280), (1280, 640)]",95900,matmul_linear_2380,27.7125717,345952.3297446263
matmul,linear,"[(1664, 1280), (1280, 640)]",102300,matmul_linear_2381,32.6401427,313317.7474046399
matmul,linear,"[(1792, 1280), (1280, 640)]",108700,matmul_linear_2382,34.002419599999996,319583.1321968629
matmul,linear,"[(1920, 1280), (1280, 640)]",115100,matmul_linear_2383,35.40957160000001,324953.3536531122
matmul,linear,"[(2048, 1280), (1280, 640)]",121500,matmul_linear_2384,36.6387228,331516.3630026973
matmul,linear,"[(128, 1280), (1280, 768)]",11500,matmul_linear_2385,7.029008999999999,163507.7006018914
matmul,linear,"[(256, 1280), (1280, 768)]",23000,matmul_linear_2386,11.1851696,205529.4255922592
matmul,linear,"[(384, 1280), (1280, 768)]",34500,matmul_linear_2387,19.391116099999998,177816.52539278028
matmul,linear,"[(512, 1280), (1280, 768)]",46000,matmul_linear_2388,20.992428600000004,219026.623586563
matmul,linear,"[(640, 1280), (1280, 768)]",57500,matmul_linear_2389,22.611401899999997,254196.48393450567
matmul,linear,"[(768, 1280), (1280, 768)]",69000,matmul_linear_2390,31.624821299999997,218083.05104541415
matmul,linear,"[(896, 1280), (1280, 768)]",76680,matmul_linear_2391,36.012151800000005,212828.12611103122
matmul,linear,"[(1024, 1280), (1280, 768)]",84360,matmul_linear_2392,40.3407143,209018.75623382308
matmul,linear,"[(1152, 1280), (1280, 768)]",92040,matmul_linear_2393,44.6082945,206229.3408359291
matmul,linear,"[(1280, 1280), (1280, 768)]",99720,matmul_linear_2394,49.1274283,202882.33278374153
matmul,linear,"[(1408, 1280), (1280, 768)]",107400,matmul_linear_2395,56.5295626,189889.08723203177
matmul,linear,"[(1536, 1280), (1280, 768)]",115080,matmul_linear_2396,37.1469822,309696.3634849455
matmul,linear,"[(1664, 1280), (1280, 768)]",122760,matmul_linear_2397,39.4305804,311231.9630466307
matmul,linear,"[(1792, 1280), (1280, 768)]",130440,matmul_linear_2398,41.3951249,315009.5698227982
matmul,linear,"[(1920, 1280), (1280, 768)]",138120,matmul_linear_2399,43.1525893,319973.493249222
matmul,linear,"[(2048, 1280), (1280, 768)]",145800,matmul_linear_2400,48.444,300866.0639088432
matmul,linear,"[(128, 1280), (1280, 896)]",12780,matmul_linear_2401,10.709607199999999,119232.1077172653
matmul,linear,"[(256, 1280), (1280, 896)]",25560,matmul_linear_2402,12.832990999999998,199074.14420379477
matmul,linear,"[(384, 1280), (1280, 896)]",38340,matmul_linear_2403,22.1661609,172866.35250897234
matmul,linear,"[(512, 1280), (1280, 896)]",51120,matmul_linear_2404,24.0242589,212684.91966301613
matmul,linear,"[(640, 1280), (1280, 896)]",63900,matmul_linear_2405,25.803517900000003,247540.65212984002
matmul,linear,"[(768, 1280), (1280, 896)]",76680,matmul_linear_2406,27.450723099999998,279236.9038792279
matmul,linear,"[(896, 1280), (1280, 896)]",89460,matmul_linear_2407,31.064419699999995,287882.2023522301
matmul,linear,"[(1024, 1280), (1280, 896)]",98420,matmul_linear_2408,38.88003569999999,253037.62764883472
matmul,linear,"[(1152, 1280), (1280, 896)]",107380,matmul_linear_2409,42.2731517,253914.6539393229
matmul,linear,"[(1280, 1280), (1280, 896)]",116340,matmul_linear_2410,45.6204644,254917.13217982938
matmul,linear,"[(1408, 1280), (1280, 896)]",125300,matmul_linear_2411,49.047419500000004,255367.05877156288
matmul,linear,"[(1536, 1280), (1280, 896)]",134260,matmul_linear_2412,52.40126789999999,256115.17451870668
matmul,linear,"[(1664, 1280), (1280, 896)]",143220,matmul_linear_2413,55.7833035,256643.4895640413
matmul,linear,"[(1792, 1280), (1280, 896)]",152180,matmul_linear_2414,59.1608753,257130.81213438368
matmul,linear,"[(1920, 1280), (1280, 896)]",161140,matmul_linear_2415,62.514669500000004,257663.4998134318
matmul,linear,"[(2048, 1280), (1280, 896)]",170100,matmul_linear_2416,65.89468729999999,258039.17171437893
matmul,linear,"[(128, 1280), (1280, 1024)]",14060,matmul_linear_2417,10.0107143,140349.51817274417
matmul,linear,"[(256, 1280), (1280, 1024)]",28120,matmul_linear_2418,15.269428499999998,184058.8242808171
matmul,linear,"[(384, 1280), (1280, 1024)]",42180,matmul_linear_2419,17.8981431,235566.90557971905
matmul,linear,"[(512, 1280), (1280, 1024)]",56240,matmul_linear_2420,26.8822676,209108.54161871376
matmul,linear,"[(640, 1280), (1280, 1024)]",70300,matmul_linear_2421,28.690402,244929.6792634694
matmul,linear,"[(768, 1280), (1280, 1024)]",84360,matmul_linear_2422,30.472428499999996,276740.4231385759
matmul,linear,"[(896, 1280), (1280, 1024)]",98420,matmul_linear_2423,32.4023931,303642.9973034924
matmul,linear,"[(1024, 1280), (1280, 1024)]",112480,matmul_linear_2424,38.988723,288393.6754661085
matmul,linear,"[(1152, 1280), (1280, 1024)]",122720,matmul_linear_2425,42.4384197,289071.9363433318
matmul,linear,"[(1280, 1280), (1280, 1024)]",132960,matmul_linear_2426,45.7047143,290810.90938074194
matmul,linear,"[(1408, 1280), (1280, 1024)]",143200,matmul_linear_2427,49.150741,291248.6085591263
matmul,linear,"[(1536, 1280), (1280, 1024)]",153440,matmul_linear_2428,52.459705299999996,292391.15892383794
matmul,linear,"[(1664, 1280), (1280, 1024)]",163680,matmul_linear_2429,55.9056073,292679.2182305835
matmul,linear,"[(1792, 1280), (1280, 1024)]",173920,matmul_linear_2430,59.3512855,292934.93350620015
matmul,linear,"[(1920, 1280), (1280, 1024)]",184160,matmul_linear_2431,62.7168125,293537.3719566823
matmul,linear,"[(2048, 1280), (1280, 1024)]",194400,matmul_linear_2432,66.06813389999999,294141.6994768487
matmul,linear,"[(128, 1280), (1280, 1152)]",15340,matmul_linear_2433,9.922437300000002,154499.11245798445
matmul,linear,"[(256, 1280), (1280, 1152)]",30680,matmul_linear_2434,15.8471698,193499.23814282598
matmul,linear,"[(384, 1280), (1280, 1152)]",46020,matmul_linear_2435,27.660580099999997,166273.95106547317
matmul,linear,"[(512, 1280), (1280, 1152)]",61360,matmul_linear_2436,29.838723199999997,205538.82572562626
matmul,linear,"[(640, 1280), (1280, 1152)]",76700,matmul_linear_2437,31.9523927,239944.6211341162
matmul,linear,"[(768, 1280), (1280, 1152)]",92040,matmul_linear_2438,33.8853125,271522.10766095197
matmul,linear,"[(896, 1280), (1280, 1152)]",107380,matmul_linear_2439,35.812866199999995,299736.375564936
matmul,linear,"[(1024, 1280), (1280, 1152)]",122720,matmul_linear_2440,37.9641338,323152.46941364434
matmul,linear,"[(1152, 1280), (1280, 1152)]",138060,matmul_linear_2441,72.83027670000001,189464.01960230366
matmul,linear,"[(1280, 1280), (1280, 1152)]",149580,matmul_linear_2442,79.9786075,186925.01165702342
matmul,linear,"[(1408, 1280), (1280, 1152)]",161100,matmul_linear_2443,87.2717321,184495.85495037978
matmul,linear,"[(1536, 1280), (1280, 1152)]",172620,matmul_linear_2444,94.4605359,182642.98187630757
matmul,linear,"[(1664, 1280), (1280, 1152)]",184140,matmul_linear_2445,54.664964299999994,336751.9532720156
matmul,linear,"[(1792, 1280), (1280, 1152)]",195660,matmul_linear_2446,57.158187299999994,342213.1649943
matmul,linear,"[(1920, 1280), (1280, 1152)]",207180,matmul_linear_2447,59.48431250000001,348193.5101586657
matmul,linear,"[(2048, 1280), (1280, 1152)]",218700,matmul_linear_2448,67.2194552,325252.2352260898
matmul,linear,"[(128, 1280), (1280, 1280)]",16620,matmul_linear_2449,10.0320448,165569.11662914426
matmul,linear,"[(256, 1280), (1280, 1280)]",33240,matmul_linear_2450,18.289866099999998,181639.98551033682
matmul,linear,"[(384, 1280), (1280, 1280)]",49860,matmul_linear_2451,21.1662768,235463.39393615036
matmul,linear,"[(512, 1280), (1280, 1280)]",66480,matmul_linear_2452,24.0522856,276297.84885973576
matmul,linear,"[(640, 1280), (1280, 1280)]",83100,matmul_linear_2453,37.643419900000005,220655.71300576752
matmul,linear,"[(768, 1280), (1280, 1280)]",99720,matmul_linear_2454,40.1054371,248544.5908851595
matmul,linear,"[(896, 1280), (1280, 1280)]",116340,matmul_linear_2455,42.8412677,271460.5915648476
matmul,linear,"[(1024, 1280), (1280, 1280)]",132960,matmul_linear_2456,45.5553037,291765.0282206328
matmul,linear,"[(1152, 1280), (1280, 1280)]",149580,matmul_linear_2457,48.1265714,310705.43585118133
matmul,linear,"[(1280, 1280), (1280, 1280)]",166200,matmul_linear_2458,80.1798571,207183.98130307964
matmul,linear,"[(1408, 1280), (1280, 1280)]",179000,matmul_linear_2459,87.41544640000001,204669.30264809582
matmul,linear,"[(1536, 1280), (1280, 1280)]",191800,matmul_linear_2460,94.8058659,202208.15696816496
matmul,linear,"[(1664, 1280), (1280, 1280)]",204600,matmul_linear_2461,55.4047234,369182.59441504587
matmul,linear,"[(1792, 1280), (1280, 1280)]",217400,matmul_linear_2462,57.89853569999999,375384.452882286
matmul,linear,"[(1920, 1280), (1280, 1280)]",230200,matmul_linear_2463,60.199116200000006,382297.6405819725
matmul,linear,"[(2048, 1280), (1280, 1280)]",243000,matmul_linear_2464,67.85355369999999,358024.20536494325
matmul,linear,"[(128, 1280), (1280, 1408)]",17900,matmul_linear_2465,12.893410600000001,138730.6054567129
matmul,linear,"[(256, 1280), (1280, 1408)]",35800,matmul_linear_2466,20.9157142,171063.17261592724
matmul,linear,"[(384, 1280), (1280, 1408)]",53700,matmul_linear_2467,24.198,221819.1668732953
matmul,linear,"[(512, 1280), (1280, 1408)]",71600,matmul_linear_2468,35.6655536,200653.92857493734
matmul,linear,"[(640, 1280), (1280, 1408)]",89500,matmul_linear_2469,38.0084107,235374.1972939163
matmul,linear,"[(768, 1280), (1280, 1408)]",107400,matmul_linear_2470,40.061705499999995,267986.4398047158
matmul,linear,"[(896, 1280), (1280, 1408)]",125300,matmul_linear_2471,42.4254198,295241.8035476929
matmul,linear,"[(1024, 1280), (1280, 1408)]",143200,matmul_linear_2472,44.801732400000006,319530.49714568624
matmul,linear,"[(1152, 1280), (1280, 1408)]",161100,matmul_linear_2473,58.837901699999996,273703.10198927444
matmul,linear,"[(1280, 1280), (1280, 1408)]",179000,matmul_linear_2474,61.2531431,292129.90191339253
matmul,linear,"[(1408, 1280), (1280, 1408)]",196900,matmul_linear_2475,72.2089912,272580.7240037997
matmul,linear,"[(1536, 1280), (1280, 1408)]",210980,matmul_linear_2476,77.2378482,273056.2374105601
matmul,linear,"[(1664, 1280), (1280, 1408)]",225060,matmul_linear_2477,67.97941949999999,330970.78826997045
matmul,linear,"[(1792, 1280), (1280, 1408)]",239140,matmul_linear_2478,71.95441059999999,332249.3278673316
matmul,linear,"[(1920, 1280), (1280, 1408)]",253220,matmul_linear_2479,75.9098841,333479.74788424163
matmul,linear,"[(2048, 1280), (1280, 1408)]",267300,matmul_linear_2480,79.7778481,334955.4149629915
matmul,linear,"[(128, 1280), (1280, 1536)]",19180,matmul_linear_2481,12.878151800000001,148834.41464170345
matmul,linear,"[(256, 1280), (1280, 1536)]",38360,matmul_linear_2482,21.029017900000003,182314.60529642706
matmul,linear,"[(384, 1280), (1280, 1536)]",57540,matmul_linear_2483,24.1059999,238595.7613817961
matmul,linear,"[(512, 1280), (1280, 1536)]",76720,matmul_linear_2484,27.397991100000002,279920.5304103482
matmul,linear,"[(640, 1280), (1280, 1536)]",95900,matmul_linear_2485,43.506303700000004,220327.82733574303
matmul,linear,"[(768, 1280), (1280, 1536)]",115080,matmul_linear_2486,46.356125000000006,248151.983961127
matmul,linear,"[(896, 1280), (1280, 1536)]",134260,matmul_linear_2487,49.2476875,272521.9378321063
matmul,linear,"[(1024, 1280), (1280, 1536)]",153440,matmul_linear_2488,52.31955359999999,293174.6735056241
matmul,linear,"[(1152, 1280), (1280, 1536)]",172620,matmul_linear_2489,55.1781429,312741.2645435372
matmul,linear,"[(1280, 1280), (1280, 1536)]",191800,matmul_linear_2490,58.075419499999995,330160.2058690252
matmul,linear,"[(1408, 1280), (1280, 1536)]",210980,matmul_linear_2491,60.906883900000004,346297.6261638957
matmul,linear,"[(1536, 1280), (1280, 1536)]",230160,matmul_linear_2492,77.4674555,297005.4083478965
matmul,linear,"[(1664, 1280), (1280, 1536)]",245520,matmul_linear_2493,68.09502660000001,360454.9659921859
matmul,linear,"[(1792, 1280), (1280, 1536)]",260880,matmul_linear_2494,72.09284819999999,361766.6851339632
matmul,linear,"[(1920, 1280), (1280, 1536)]",276240,matmul_linear_2495,76.14013410000003,362704.7195677318
matmul,linear,"[(2048, 1280), (1280, 1536)]",291600,matmul_linear_2496,79.9588662,364587.51228991285
matmul,linear,"[(128, 1280), (1280, 1664)]",20460,matmul_linear_2497,12.9234197,158217.2293011578
matmul,linear,"[(256, 1280), (1280, 1664)]",40920,matmul_linear_2498,24.074286,169873.88832217077
matmul,linear,"[(384, 1280), (1280, 1664)]",61380,matmul_linear_2499,27.466571499999997,223371.64807227583
matmul,linear,"[(512, 1280), (1280, 1664)]",81840,matmul_linear_2500,30.8867232,264868.21780045604
matmul,linear,"[(640, 1280), (1280, 1664)]",102300,matmul_linear_2501,44.1037233,231853.20563785598
matmul,linear,"[(768, 1280), (1280, 1664)]",122760,matmul_linear_2502,46.4797144,264015.2201227812
matmul,linear,"[(896, 1280), (1280, 1664)]",143220,matmul_linear_2503,49.1068572,291549.6965315874
matmul,linear,"[(1024, 1280), (1280, 1664)]",163680,matmul_linear_2504,51.770464600000004,316064.82730966253
matmul,linear,"[(1152, 1280), (1280, 1664)]",184140,matmul_linear_2505,68.333268,269373.4283745949
matmul,linear,"[(1280, 1280), (1280, 1664)]",204600,matmul_linear_2506,71.1540267,287445.2163271597
matmul,linear,"[(1408, 1280), (1280, 1664)]",225060,matmul_linear_2507,73.7446968,305088.04709493363
matmul,linear,"[(1536, 1280), (1280, 1664)]",245520,matmul_linear_2508,75.81129480000001,323756.75597246224
matmul,linear,"[(1664, 1280), (1280, 1664)]",265980,matmul_linear_2509,141.4599019,187925.01375126434
matmul,linear,"[(1792, 1280), (1280, 1664)]",282620,matmul_linear_2510,80.5524109,350752.3169478469
matmul,linear,"[(1920, 1280), (1280, 1664)]",299260,matmul_linear_2511,83.9161786,356517.7642888996
matmul,linear,"[(2048, 1280), (1280, 1664)]",315900,matmul_linear_2512,87.29358049999999,361782.28067927633
matmul,linear,"[(128, 1280), (1280, 1792)]",21740,matmul_linear_2513,12.837848400000002,169243.0185699965
matmul,linear,"[(256, 1280), (1280, 1792)]",43480,matmul_linear_2514,24.099312500000003,180320.08459784897
matmul,linear,"[(384, 1280), (1280, 1792)]",65220,matmul_linear_2515,27.394732000000005,237974.97003438466
matmul,linear,"[(512, 1280), (1280, 1792)]",86960,matmul_linear_2516,30.950874999999996,280861.362158582
matmul,linear,"[(640, 1280), (1280, 1792)]",108700,matmul_linear_2517,34.4311431,315602.5594076196
matmul,linear,"[(768, 1280), (1280, 1792)]",130440,matmul_linear_2518,52.622571199999996,247778.42369815634
matmul,linear,"[(896, 1280), (1280, 1792)]",152180,matmul_linear_2519,55.8155624,272547.9738919553
matmul,linear,"[(1024, 1280), (1280, 1792)]",173920,matmul_linear_2520,59.028999999999996,294534.840502126
matmul,linear,"[(1152, 1280), (1280, 1792)]",195660,matmul_linear_2521,62.176857299999995,314583.00022941176
matmul,linear,"[(1280, 1280), (1280, 1792)]",217400,matmul_linear_2522,65.41328580000001,332248.3866331019
matmul,linear,"[(1408, 1280), (1280, 1792)]",239140,matmul_linear_2523,68.63600890000001,348317.6947823666
matmul,linear,"[(1536, 1280), (1280, 1792)]",260880,matmul_linear_2524,72.0136964,362164.4205776389
matmul,linear,"[(1664, 1280), (1280, 1792)]",282620,matmul_linear_2525,75.4028394,374713.47154680226
matmul,linear,"[(1792, 1280), (1280, 1792)]",304360,matmul_linear_2526,81.2054285,374702.52936538594
matmul,linear,"[(1920, 1280), (1280, 1792)]",322280,matmul_linear_2527,84.6037052,380828.9430505935
matmul,linear,"[(2048, 1280), (1280, 1792)]",340200,matmul_linear_2528,87.9954463,386510.9148877628
matmul,linear,"[(128, 1280), (1280, 1920)]",23020,matmul_linear_2529,15.7058393,146469.69016612822
matmul,linear,"[(256, 1280), (1280, 1920)]",46040,matmul_linear_2530,26.662723399999997,172575.53396289595
matmul,linear,"[(384, 1280), (1280, 1920)]",69060,matmul_linear_2531,30.629562500000002,225368.4506185813
matmul,linear,"[(512, 1280), (1280, 1920)]",92080,matmul_linear_2532,34.775098199999995,264687.1746340605
matmul,linear,"[(640, 1280), (1280, 1920)]",115100,matmul_linear_2533,38.8258393,296352.05892561347
matmul,linear,"[(768, 1280), (1280, 1920)]",138120,matmul_linear_2534,42.950482199999996,321479.6259442229
matmul,linear,"[(896, 1280), (1280, 1920)]",161140,matmul_linear_2535,47.2609822,340857.7890660089
matmul,linear,"[(1024, 1280), (1280, 1920)]",184160,matmul_linear_2536,66.92170519999999,275087.2497116228
matmul,linear,"[(1152, 1280), (1280, 1920)]",207180,matmul_linear_2537,70.8751427,292216.8717655365
